name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-264 c,3158,8.4 Earths,13.013,2014
Kepler-265 b,4333,4.12 Earths,15.352,2014
Kepler-265 c,4333,7.41 Earths,15.352,2014
Kepler-265 d,4333,6.76 Earths,15.352,2014
Kepler-265 e,4333,7.22 Earths,15.352,2014
Kepler-266 b,4649,6.71 Earths,15.577,2014
Kepler-266 c,4649,14.4 Earths,15.577,2014
Kepler-267 b,871,37.9 Earths,15.469,2014
Kepler-267 c,871,5.18 Earths,15.469,2014
Kepler-267 d,871,5.77 Earths,15.469,2014
Kepler-268 b,2848,7.04 Earths,13.668,2014
Kepler-268 c,2848,11.4 Earths,13.668,2014
Kepler-269 b,7890,6.66 Earths,15.735,2014
Kepler-269 c,7890,3.5 Earths,15.735,2014
Kepler-26 b,1104,5.12 Earths,15.409,2011
Kepler-26 c,1104,6.2 Earths,15.409,2011
Kepler-26 d,1104,1.24 Earths,15.409,2014
Kepler-26 e,1104,6.39 Earths,15.409,2014
Kepler-270 b,3182,4.7 Earths,13.859,2014
Kepler-270 c,3182,3.78 Earths,13.859,2014
Kepler-271 b,1364,2.04 Earths,13.428,2014
Kepler-271 c,1364,0.809 Earths,13.428,2014
Kepler-271 d,1364,0.219 Earths,13.428,2016
Kepler-272 b,2978,0.245 Jupiters,14.659,2014
Kepler-272 c,2978,0.308 Jupiters,14.659,2014
Kepler-272 d,2978,5.69 Earths,14.659,2014
Kepler-26 d,1104,1.24 Earths,15.409,2014
Kepler-26 e,1104,6.39 Earths,15.409,2014
Kepler-270 b,3182,4.7 Earths,13.859,2014
Kepler-270 c,3182,3.78 Earths,13.859,2014
Kepler-271 b,1364,2.04 Earths,13.428,2014
Kepler-271 c,1364,0.809 Earths,13.428,2014
Kepler-271 d,1364,0.219 Earths,13.428,2016
Kepler-272 b,2978,0.245 Jupiters,14.659,2014
Kepler-272 c,2978,0.308 Jupiters,14.659,2014
Kepler-272 d,2978,5.69 Earths,14.659,2014
Kepler-273 b,2378,2.86 Earths,14.968,2014
Kepler-273 c,2378,4.58 Earths,14.968,2014
Kepler-274 b,4520,2.99 Earths,15.032,2014
Kepler-274 c,4520,4.04 Earths,15.032,2014
Kepler-275 b,7030,6.08 Earths,15.287,2014
Kepler-275 c,7030,11.4 Earths,15.287,2014
Kepler-275 d,7030,11.1 Earths,15.287,2014
Kepler-276 b,3855,8.6 Earths,15.365,2014
Kepler-276 c,3855,16.6 Earths,15.365,2013
Kepler-276 d,3855,16.3 Earths,15.365,2013
Kepler-277 b,3278,0.275 Jupiters,13.388,2013
Kepler-277 c,3278,0.202 Jupiters,13.388,2013
Kepler-278 b,1463,15.6 Earths,11.53,2014
Kepler-278 c,1463,12.6 Earths,11.53,2014
Kepler-279 b,3488,12.8 Earths,13.585,2014
Kepler-279 c,3488,0.155 Jupiters,13.585,2013
Kepler-279 d,3488,37.5 Earths,13.585,2013
Kepler-27 b,3507,9.11 Jupiters,15.816,2011
Kepler-27 c,3507,13.8 Jupiters,15.816,2011
Kepler-280 b,2604,2.7 Earths,14.457,2014
Kepler-277 b,3278,0.275 Jupiters,13.388,2013
Kepler-277 c,3278,0.202 Jupiters,13.388,2013
Kepler-278 b,1463,15.6 Earths,11.53,2014
Kepler-278 c,1463,12.6 Earths,11.53,2014
Kepler-279 b,3488,12.8 Earths,13.585,2014
Kepler-279 c,3488,0.155 Jupiters,13.585,2013
Kepler-279 d,3488,37.5 Earths,13.585,2013
Kepler-27 b,3507,9.11 Jupiters,15.816,2011
Kepler-27 c,3507,13.8 Jupiters,15.816,2011
Kepler-280 b,2604,2.7 Earths,14.457,2014
Kepler-284 c,3467,7.32 Earths,15.813,2014
Kepler-285 b,2754,2.36 Earths,15.152,2014
Kepler-285 c,2754,1.46 Earths,15.152,2014
Kepler-286 b,4132,2.07 Earths,15.545,2014
Kepler-286 c,4132,2.45 Earths,15.545,2014
Kepler-286 d,4132,2.33 Earths,15.545,2014
Kepler-286 e,4132,3.78 Earths,15.545,2014
Kepler-287 b,2793,6.04 Earths,14.744,2014
Kepler-287 c,2793,10.7 Earths,14.744,2014
Kepler-288 b,4033,3.43 Earths,15.152,2014
Kepler-284 c,3467,7.32 Earths,15.813,2014
Kepler-285 b,2754,2.36 Earths,15.152,2014
Kepler-285 c,2754,1.46 Earths,15.152,2014
Kepler-286 b,4132,2.07 Earths,15.545,2014
Kepler-286 c,4132,2.45 Earths,15.545,2014
Kepler-286 d,4132,2.33 Earths,15.545,2014
Kepler-286 e,4132,3.78 Earths,15.545,2014
Kepler-287 b,2793,6.04 Earths,14.744,2014
Kepler-287 c,2793,10.7 Earths,14.744,2014
Kepler-288 b,4033,3.43 Earths,15.152,2014
Kepler-284 c,3467,7.32 Earths,15.813,2014
Kepler-285 b,2754,2.36 Earths,15.152,2014
Kepler-285 c,2754,1.46 Earths,15.152,2014
Kepler-286 b,4132,2.07 Earths,15.545,2014
Kepler-286 c,4132,2.45 Earths,15.545,2014
Kepler-286 d,4132,2.33 Earths,15.545,2014
Kepler-286 e,4132,3.78 Earths,15.545,2014
Kepler-287 b,2793,6.04 Earths,14.744,2014
Kepler-287 c,2793,10.7 Earths,14.744,2014
Kepler-288 b,4033,3.43 Earths,15.152,2014
Kepler-288 c,4033,8.5 Earths,15.152,2014
Kepler-288 d,4033,7.61 Earths,15.152,2014
Kepler-289 b,2283,7.3 Earths,13.963,2014
Kepler-289 c,2283,0.42 Jupiters,13.963,2014
Kepler-289 d,2283,4 Earths,13.963,2014
Kepler-28 b,1448,1.51 Jupiters,15.026,2011
Kepler-28 c,1448,1.36 Jupiters,15.026,2011
Kepler-290 b,2311,5.69 Earths,15.565,2014
Kepler-290 c,2311,7.75 Earths,15.565,2014
Kepler-291 b,6147,5.31 Earths,15.898,2014
Kepler-291 c,6147,4.19 Earths,15.898,2014
Kepler-292 b,3547,2.3 Earths,15.942,2014
Kepler-292 c,3547,2.76 Earths,15.942,2014
Kepler-292 d,3547,5.6 Earths,15.942,2014
Kepler-292 e,3547,7.61 Earths,15.942,2014
Kepler-292 f,3547,6.12 Earths,15.942,2014
Kepler-293 b,3270,9.64 Earths,15.333,2014
Kepler-293 c,3270,14 Earths,15.333,2014
Kepler-294 b,4605,3.78 Earths,15.819,2014
Kepler-294 c,4605,7.8 Earths,15.819,2014
Kepler-291 c,6147,4.19 Earths,15.898,2014
Kepler-292 b,3547,2.3 Earths,15.942,2014
Kepler-292 c,3547,2.76 Earths,15.942,2014
Kepler-292 d,3547,5.6 Earths,15.942,2014
Kepler-292 e,3547,7.61 Earths,15.942,2014
Kepler-292 f,3547,6.12 Earths,15.942,2014
Kepler-293 b,3270,9.64 Earths,15.333,2014
Kepler-293 c,3270,14 Earths,15.333,2014
Kepler-294 b,4605,3.78 Earths,15.819,2014
Kepler-294 c,4605,7.8 Earths,15.819,2014
Kepler-295 b,5830,1.98 Earths,14.433,2014
Kepler-295 c,5830,1.71 Earths,14.433,2014
Kepler-295 d,5830,2.42 Earths,14.433,2014
Kepler-296 b,737,3.22 Earths,15.901,2014
Kepler-296 c,737,4.66 Earths,15.901,2014
Kepler-296 d,737,5.02 Earths,15.901,2014
Kepler-296 e,737,2.96 Earths,15.901,2014
Kepler-296 f,737,3.89 Earths,15.901,2014
Kepler-297 b,2304,0.153 Jupiters,14.192,2014
Kepler-297 c,2304,0.132 Jupiters,14.192,2014
Kepler-298 b,1716,4.5 Earths,15.418,2014
Kepler-298 c,1716,4.38 Earths,15.418,2014
Kepler-298 d,1716,6.8 Earths,15.418,2014
Kepler-299 b,3539,2.3 Earths,15.01,2014
Kepler-299 c,3539,7.51 Earths,15.01,2014
Kepler-299 d,3539,4.12 Earths,15.01,2014
Kepler-299 e,3539,4.16 Earths,15.01,2014
Kepler-29 b,2779,5 Earths,15.282,2011
Kepler-29 c,2779,4.5 Earths,15.282,2011
Kepler-300 b,3700,3.43 Earths,14.18,2014
Kepler-298 b,1716,4.5 Earths,15.418,2014
Kepler-298 c,1716,4.38 Earths,15.418,2014
Kepler-298 d,1716,6.8 Earths,15.418,2014
Kepler-299 b,3539,2.3 Earths,15.01,2014
Kepler-299 c,3539,7.51 Earths,15.01,2014
Kepler-299 d,3539,4.12 Earths,15.01,2014
Kepler-299 e,3539,4.16 Earths,15.01,2014
Kepler-29 b,2779,5 Earths,15.282,2011
Kepler-29 c,2779,4.5 Earths,15.282,2011
Kepler-300 b,3700,3.43 Earths,14.18,2014
Kepler-300 c,3700,5.69 Earths,14.18,2014
Kepler-301 b,2395,2.39 Earths,14.274,2014
Kepler-301 c,2395,2.39 Earths,14.274,2014
Kepler-301 d,2395,3.71 Earths,14.274,2014
Kepler-302 b,4761,15.5 Earths,15.491,2014
Kepler-302 c,4761,Unknown,15.491,2014
Kepler-303 b,688,0.64 Earths,14.396,2014
Kepler-303 c,688,1.55 Earths,14.396,2014
Kepler-304 b,1436,8.55 Earths,14.831,2014
Kepler-304 c,1436,5.35 Earths,14.831,2014
Kepler-307 b,1909,7.44 Earths,14.056,2013
Kepler-307 c,1909,3.64 Earths,14.056,2013
Kepler-308 b,4516,5.14 Earths,15.851,2014
Kepler-308 c,4516,5.31 Earths,15.851,2014
Kepler-309 b,1805,3.05 Earths,15.126,2014
Kepler-309 c,1805,6.85 Earths,15.126,2014
Kepler-30 b,3061,11.3 Earths,15.376,2012
Kepler-30 c,3061,2.01 Jupiters,15.376,2012
Kepler-30 d,3061,23.1 Earths,15.376,2012
Kepler-310 b,1999,1.81 Earths,14.265,2014
Kepler-307 b,1909,7.44 Earths,14.056,2013
Kepler-307 c,1909,3.64 Earths,14.056,2013
Kepler-308 b,4516,5.14 Earths,15.851,2014
Kepler-308 c,4516,5.31 Earths,15.851,2014
Kepler-309 b,1805,3.05 Earths,15.126,2014
Kepler-309 c,1805,6.85 Earths,15.126,2014
Kepler-30 b,3061,11.3 Earths,15.376,2012
Kepler-30 c,3061,2.01 Jupiters,15.376,2012
Kepler-30 d,3061,23.1 Earths,15.376,2012
Kepler-310 b,1999,1.81 Earths,14.265,2014
Kepler-310 c,1999,11.4 Earths,14.265,2014
Kepler-310 d,1999,7 Earths,14.265,2014
Kepler-311 b,2598,3.53 Earths,13.754,2014
Kepler-311 c,2598,2.63 Earths,13.754,2014
Kepler-312 b,2663,2.21 Earths,12.921,2014
Kepler-312 c,2663,10.1 Earths,12.921,2014
Kepler-313 b,3521,6.94 Earths,14.111,2014
Kepler-313 c,3521,7.13 Earths,14.111,2014
Kepler-314 b,884,0.498 Earths,12.523,2014
Kepler-314 c,884,8.75 Earths,12.523,2014
Kepler-315 b,3913,13.7 Earths,15.289,2014
Kepler-315 c,3913,16.1 Earths,15.289,2014
Kepler-316 b,1270,1.2 Earths,15.194,2014
Kepler-316 c,1270,1.65 Earths,15.194,2014
Kepler-317 b,3151,0.345 Jupiters,15.457,2014
Kepler-317 c,3151,3.61 Earths,15.457,2014
Kepler-318 b,1618,19.9 Earths,13.281,2014
Kepler-318 c,1618,13.1 Earths,13.281,2014
Kepler-319 b,1666,3.29 Earths,13.791,2014
Kepler-319 c,1666,7.41 Earths,13.791,2014
Kepler-315 b,3913,13.7 Earths,15.289,2014
Kepler-315 c,3913,16.1 Earths,15.289,2014
Kepler-316 b,1270,1.2 Earths,15.194,2014
Kepler-316 c,1270,1.65 Earths,15.194,2014
Kepler-317 b,3151,0.345 Jupiters,15.457,2014
Kepler-317 c,3151,3.61 Earths,15.457,2014
Kepler-318 b,1618,19.9 Earths,13.281,2014
Kepler-318 c,1618,13.1 Earths,13.281,2014
Kepler-319 b,1666,3.29 Earths,13.791,2014
Kepler-319 c,1666,7.41 Earths,13.791,2014
Kepler-319 d,1666,5.86 Earths,13.791,2014
Kepler-31 b,5701,25.9 Earths,15.224,2011
Kepler-31 c,5701,4.7 Jupiters,15.224,2011
Kepler-31 d,5701,6.8 Jupiters,15.224,2014
Kepler-320 b,2762,1.55 Earths,13.434,2014
Kepler-320 c,2762,2.45 Earths,13.434,2014
Kepler-321 b,1268,3.78 Earths,12.755,2014
Kepler-321 c,1268,5.99 Earths,12.755,2014
Kepler-322 b,1322,1.01 Earths,13.503,2014
Kepler-322 c,1322,3.43 Earths,13.503,2014
Kepler-323 b,1503,2.153 Jupiters,12.658,2014
Kepler-323 c,1503,0.251 Jupiters,12.658,2014
Kepler-324 b,1660,1.55 Earths,14.091,2014
Kepler-324 c,1660,10.1 Earths,14.091,2014
Kepler-325 b,2750,8.8 Earths,15.005,2014
Kepler-325 c,2750,6.99 Earths,15.005,2014
Kepler-325 d,2750,8.2 Earths,15.005,2014
Kepler-326 b,1612,0.14 Jupiters,13.679,2014
Kepler-326 c,1612,17.4 Earths,13.679,2014
Kepler-326 d,1612,6.9 Earths,13.679,2014
Kepler-323 b,1503,2.153 Jupiters,12.658,2014
Kepler-323 c,1503,0.251 Jupiters,12.658,2014
Kepler-324 b,1660,1.55 Earths,14.091,2014
Kepler-324 c,1660,10.1 Earths,14.091,2014
Kepler-325 b,2750,8.8 Earths,15.005,2014
Kepler-325 c,2750,6.99 Earths,15.005,2014
Kepler-325 d,2750,8.2 Earths,15.005,2014
Kepler-326 b,1612,0.14 Jupiters,13.679,2014
Kepler-326 c,1612,17.4 Earths,13.679,2014
Kepler-326 d,1612,6.9 Earths,13.679,2014
Kepler-327 b,795,1.41 Earths,14.98,2014
Kepler-327 c,795,20.3 Earths,14.98,2014
Kepler-327 d,795,3.64 Earths,14.98,2014
Kepler-328 b,7680,28.5 Earths,15.604,2013
Kepler-328 c,7680,39.4 Earths,15.604,2013
Kepler-329 b,1452,2.54 Earths,15.431,2014
Kepler-329 c,1452,4.38 Earths,15.431,2014
Kepler-32 b,1066,4.1 Jupiters,16.452,2011
Kepler-32 c,1066,0.5 Jupiters,16.452,2011
Kepler-32 d,1066,7.75 Earths,16.452,2012
Kepler-32 e,1066,2.86 Earths,16.452,2012
Kepler-32 f,1066,0.477 Earths,16.452,2012
Kepler-330 b,2389,2.39 Earths,15.263,2014
Kepler-330 c,2389,4.46 Earths,15.263,2014
Kepler-331 b,1923,3.97 Earths,15.836,2014
Kepler-331 c,1923,4.04 Earths,15.836,2014
Kepler-331 d,1923,3.33 Earths,15.836,2014
Kepler-332 b,1134,1.71 Earths,14.003,2014
Kepler-332 c,1134,1.32 Earths,14.003,2014
Kepler-332 d,1134,1.76 Earths,14.003,2014
Kepler-32 e,1066,2.86 Earths,16.452,2012
Kepler-32 f,1066,0.477 Earths,16.452,2012
Kepler-330 b,2389,2.39 Earths,15.263,2014
Kepler-330 c,2389,4.46 Earths,15.263,2014
Kepler-331 b,1923,3.97 Earths,15.836,2014
Kepler-331 c,1923,4.04 Earths,15.836,2014
Kepler-331 d,1923,3.33 Earths,15.836,2014
Kepler-332 b,1134,1.71 Earths,14.003,2014
Kepler-332 c,1134,1.32 Earths,14.003,2014
Kepler-332 d,1134,1.76 Earths,14.003,2014
Kepler-333 b,1068,28.2 Earths,14.721,2014
Kepler-333 c,1068,1.41 Earths,14.721,2014
Kepler-334 b,1409,1.46 Earths,12.73,2014
Kepler-334 c,1409,2.63 Earths,12.73,2014
Kepler-334 d,1409,2.57 Earths,12.73,2014
Kepler-335 b,4330,11.4 Earths,13.96,2014
Kepler-335 c,4330,9.64 Earths,13.96,2014
Kepler-336 b,7605,1.04 Earths,13.584,2014
Kepler-336 c,7605,5.06 Earths,13.584,2014
Kepler-336 d,7605,6.21 Earths,13.584,2014
Kepler-337 b,2255,2.99 Earths,12.708,2014
Kepler-337 c,2255,4.86 Earths,12.708,2014
Kepler-338 b,1832,30.6 Earths,12.083,2014
Kepler-338 c,1832,6.08 Earths,12.083,2014
Kepler-338 d,1832,9.27 Earths,12.083,2014
Kepler-338 e,1832,8.5 Earths,12.083,2014
Kepler-339 b,2047,2.6 Earths,14.513,2014
Kepler-339 c,2047,7.3 Earths,14.513,2014
Kepler-339 d,2047,14.7 Earths,14.513,2014
Kepler-33 b,4087,3.68 Earths,13.951,2011
Kepler-337 b,2255,2.99 Earths,12.708,2014
Kepler-337 c,2255,4.86 Earths,12.708,2014
Kepler-338 b,1832,30.6 Earths,12.083,2014
Kepler-338 c,1832,6.08 Earths,12.083,2014
Kepler-338 d,1832,9.27 Earths,12.083,2014
Kepler-338 e,1832,8.5 Earths,12.083,2014
Kepler-339 b,2047,2.6 Earths,14.513,2014
Kepler-339 c,2047,7.3 Earths,14.513,2014
Kepler-339 d,2047,14.7 Earths,14.513,2014
Kepler-33 b,4087,3.68 Earths,13.951,2011
Kepler-33 c,4087,0.39 Earths,13.951,2011
Kepler-33 d,4087,3.91 Earths,13.951,2011
Kepler-33 e,4087,5.57 Earths,13.951,2011
Kepler-33 f,4087,9.6 Earths,13.951,2011
Kepler-340 b,2699,6.94 Earths,12.303,2014
Kepler-340 c,2699,11.3 Earths,12.303,2014
Kepler-341 b,3521,1.76 Earths,14.567,2014
Kepler-341 c,3521,3.53 Earths,14.567,2014
Kepler-341 d,3521,4.08 Earths,14.567,2014
Kepler-341 e,3521,4.62 Earths,14.567,2014
Kepler-342 b,2608,5.69 Earths,13.099,2014
Kepler-342 c,2608,4.5 Earths,13.099,2014
Kepler-342 d,2608,6.76 Earths,13.099,2014
Kepler-342 e,2608,0.615 Earths,13.099,2016
Kepler-343 b,3107,6.39 Earths,14.11,2014
Kepler-343 c,3107,4.74 Earths,14.11,2014
Kepler-344 b,3367,7.32 Earths,15.303,2014
Kepler-344 c,3367,9.01 Earths,15.303,2014
Kepler-345 b,1182,0.5 Earths,14.034,2014
Kepler-345 c,1182,2.2 Earths,14.034,2014
Kepler-342 b,2608,5.69 Earths,13.099,2014
Kepler-342 c,2608,4.5 Earths,13.099,2014
Kepler-342 d,2608,6.76 Earths,13.099,2014
Kepler-342 e,2608,0.615 Earths,13.099,2016
Kepler-343 b,3107,6.39 Earths,14.11,2014
Kepler-343 c,3107,4.74 Earths,14.11,2014
Kepler-344 b,3367,7.32 Earths,15.303,2014
Kepler-344 c,3367,9.01 Earths,15.303,2014
Kepler-345 b,1182,0.5 Earths,14.034,2014
Kepler-345 c,1182,2.2 Earths,14.034,2014
Kepler-346 b,3303,7.56 Earths,15.155,2014
Kepler-346 c,3303,9.64 Earths,15.155,2014
Kepler-347 b,4402,4.54 Earths,14.489,2014
Kepler-347 c,4402,3.71 Earths,14.489,2014
Kepler-348 b,1893,2.92 Earths,12.588,2014
Kepler-348 c,1893,2.33 Earths,12.588,2014
Kepler-349 b,3153,0.297 Jupiters,14.721,2014
Kepler-349 c,3153,4.5 Earths,14.721,2014
Kepler-34 b,4890,0.22 Jupiters,14.83,2011
Kepler-350 b,3209,4.08 Earths,13.761,2014
Kepler-350 c,3209,6.1 Earths,13.761,2013
Kepler-350 d,3209,14.9 Earths,13.761,2013
Kepler-351 b,3646,4.8 Earths,15.966,2014
Kepler-351 c,3646,11.1 Earths,15.966,2014
Kepler-351 d,3646,7.85 Earths,15.966,2016
Kepler-352 b,830,0.566 Earths,12.956,2014
Kepler-352 c,830,2.07 Earths,12.956,2014
Kepler-353 b,1269,0.64 Earths,15.725,2014
Kepler-353 c,1269,2.48 Earths,15.725,2014
Kepler-354 b,1836,4.04 Earths,15.556,2014
Kepler-350 c,3209,6.1 Earths,13.761,2013
Kepler-350 d,3209,14.9 Earths,13.761,2013
Kepler-351 b,3646,4.8 Earths,15.966,2014
Kepler-351 c,3646,11.1 Earths,15.966,2014
Kepler-351 d,3646,7.85 Earths,15.966,2016
Kepler-352 b,830,0.566 Earths,12.956,2014
Kepler-352 c,830,2.07 Earths,12.956,2014
Kepler-353 b,1269,0.64 Earths,15.725,2014
Kepler-353 c,1269,2.48 Earths,15.725,2014
Kepler-354 b,1836,4.04 Earths,15.556,2014
Kepler-354 c,1836,2.27 Earths,15.556,2014
Kepler-354 d,1836,2.07 Earths,15.556,2014
Kepler-355 b,4872,2.73 Earths,15.066,2014
Kepler-355 c,4872,7.8 Earths,15.066,2014
Kepler-356 b,2356,3.09 Earths,12.965,2014
Kepler-356 c,2356,3.93 Earths,12.965,2014
Kepler-357 b,2291,4.04 Earths,15.522,2014
Kepler-357 c,2291,7.61 Earths,15.522,2014
Kepler-357 d,2291,11.6 Earths,15.522,2014
Kepler-358 b,3706,7.85 Earths,15.356,2014
Kepler-358 c,3706,8.5 Earths,15.356,2014
Kepler-359 b,4900,12.2 Earths,15.881,2014
Kepler-359 c,4900,2.9 Earths,15.881,2014
Kepler-359 d,4900,2.7 Earths,15.881,2014
Kepler-35 b,5366,0.127 Jupiters,15.735,2011
Kepler-360 b,2931,3.36 Earths,14.813,2014
Kepler-360 c,2931,5.06 Earths,14.813,2014
Kepler-361 b,3118,2.7 Earths,13.545,2014
Kepler-361 c,3118,6.9 Earths,13.545,2014
Kepler-362 b,3666,0.615 Earths,14.486,2014
Kepler-358 c,3706,8.5 Earths,15.356,2014
Kepler-359 b,4900,12.2 Earths,15.881,2014
Kepler-359 c,4900,2.9 Earths,15.881,2014
Kepler-359 d,4900,2.7 Earths,15.881,2014
Kepler-35 b,5366,0.127 Jupiters,15.735,2011
Kepler-360 b,2931,3.36 Earths,14.813,2014
Kepler-360 c,2931,5.06 Earths,14.813,2014
Kepler-361 b,3118,2.7 Earths,13.545,2014
Kepler-361 c,3118,6.9 Earths,13.545,2014
Kepler-362 b,3666,0.615 Earths,14.486,2014
Kepler-362 c,3666,2.7 Earths,14.486,2014
Kepler-363 b,2544,1.65 Earths,13.316,2014
Kepler-363 c,2544,0.209 Jupiters,13.316,2014
Kepler-363 d,2544,4.86 Earths,13.316,2014
Kepler-364 b,2985,3.02 Earths,13.613,2014
Kepler-364 c,2985,5.27 Earths,13.613,2014
Kepler-365 b,3099,4.82 Earths,14.651,2014
Kepler-365 c,3099,3.33 Earths,14.651,2014
Kepler-366 b,6391,2.73 Earths,14.79,2014
Kepler-366 c,6391,3.86 Earths,14.79,2014
Kepler-367 b,617,2.24 Earths,12.848,2014
Kepler-367 c,617,1.87 Earths,12.848,2014
Kepler-368 b,2571,10.7 Earths,12.838,2014
Kepler-368 c,2571,14.3 Earths,12.838,2014
Kepler-369 b,849,1.51 Earths,15.668,2014
Kepler-369 c,849,2.57 Earths,15.668,2014
Kepler-36 b,1533,3.83 Earths,12.077,2012
Kepler-36 c,1533,7.13 Earths,12.077,2012
Kepler-370 b,3939,3.15 Earths,15.16,2014
Kepler-370 c,3939,4.31 Earths,15.16,2014
Kepler-367 b,617,2.24 Earths,12.848,2014
Kepler-367 c,617,1.87 Earths,12.848,2014
Kepler-368 b,2571,10.7 Earths,12.838,2014
Kepler-368 c,2571,14.3 Earths,12.838,2014
Kepler-369 b,849,1.51 Earths,15.668,2014
Kepler-369 c,849,2.57 Earths,15.668,2014
Kepler-36 b,1533,3.83 Earths,12.077,2012
Kepler-36 c,1533,7.13 Earths,12.077,2012
Kepler-370 b,3939,3.15 Earths,15.16,2014
Kepler-370 c,3939,4.31 Earths,15.16,2014
Kepler-371 b,2716,4.23 Earths,13.798,2014
Kepler-371 c,2716,3.82 Earths,13.798,2014
Kepler-372 b,5093,2.42 Earths,14.834,2014
Kepler-372 c,5093,5.02 Earths,14.834,2014
Kepler-372 d,5093,3.5 Earths,14.834,2014
Kepler-373 b,3672,2.42 Earths,14.486,2014
Kepler-373 c,3672,2.07 Earths,14.486,2014
Kepler-374 b,4282,1.08 Earths,14.661,2014
Kepler-374 c,4282,1.37 Earths,14.661,2014
Kepler-374 d,4282,2.27 Earths,14.661,2014
Kepler-375 b,4188,2.7 Earths,15.677,2014
Kepler-375 c,4188,7.51 Earths,15.677,2014
Kepler-376 b,3093,1.24 Earths,13.734,2014
Kepler-376 c,3093,3.86 Earths,13.734,2014
Kepler-377 b,2752,2.51 Earths,13.831,2014
Kepler-377 c,2752,4.9 Earths,13.831,2014
Kepler-378 b,498,0.347 Earths,12.455,2014
Kepler-378 c,498,0.271 Earths,12.455,2014
Kepler-379 b,2437,3.39 Earths,13.369,2014
Kepler-379 c,2437,5.86 Earths,13.369,2014
Kepler-375 b,4188,2.7 Earths,15.677,2014
Kepler-375 c,4188,7.51 Earths,15.677,2014
Kepler-376 b,3093,1.24 Earths,13.734,2014
Kepler-376 c,3093,3.86 Earths,13.734,2014
Kepler-377 b,2752,2.51 Earths,13.831,2014
Kepler-377 c,2752,4.9 Earths,13.831,2014
Kepler-378 b,498,0.347 Earths,12.455,2014
Kepler-378 c,498,0.271 Earths,12.455,2014
Kepler-379 b,2437,3.39 Earths,13.369,2014
Kepler-379 c,2437,5.86 Earths,13.369,2014
Kepler-37 b,209,3.1783 Earths,9.55,2013
Kepler-37 c,209,12 Earths,9.55,2013
Kepler-37 d,209,12.2 Earths,9.55,2013
Kepler-37 e,209,Unknown,9.55,2014
Kepler-380 b,2718,1.81 Earths,13.611,2014
Kepler-380 c,2718,2.15 Earths,13.611,2014
Kepler-381 b,879,0.937 Earths,10.546,2014
Kepler-381 c,879,1.46 Earths,10.546,2014
Kepler-382 b,3134,2.3 Earths,14.666,2014
Kepler-382 c,3134,3.15 Earths,14.666,2014
Kepler-383 b,1533,2.3 Earths,15.066,2014
Kepler-383 c,1533,2.07 Earths,15.066,2014
Kepler-384 b,2999,1.46 Earths,13.554,2014
Kepler-384 c,2999,1.51 Earths,13.554,2014
Kepler-385 b,4873,12.8 Earths,15.192,2014
Kepler-385 c,4873,13.2 Earths,15.192,2014
Kepler-385 d,4873,7.36 Earths,15.192,2020
Kepler-386 b,2951,2.51 Earths,15.617,2014
Kepler-386 c,2951,3.12 Earths,15.617,2014
Kepler-387 b,2675,1.08 Earths,13.935,2014
Kepler-387 c,2675,0.64 Earths,13.935,2014
Kepler-388 b,1994,0.457 Earths,15.002,2014
Kepler-388 c,1994,0.566 Earths,15.002,2014
Kepler-389 b,2726,2.89 Earths,15.749,2014
Kepler-389 c,2726,2.73 Earths,15.749,2014
Kepler-38 b,3966,0.384 Jupiters,13.907,2012
Kepler-390 b,1438,0.477 Earths,13.922,2014
Kepler-390 c,1438,0.418 Earths,13.922,2014
Kepler-391 b,2908,10.3 Earths,12.984,2014
Kepler-391 c,2908,12.3 Earths,12.984,2014
Kepler-387 c,2675,0.64 Earths,13.935,2014
Kepler-388 b,1994,0.457 Earths,15.002,2014
Kepler-388 c,1994,0.566 Earths,15.002,2014
Kepler-389 b,2726,2.89 Earths,15.749,2014
Kepler-389 c,2726,2.73 Earths,15.749,2014
Kepler-38 b,3966,0.384 Jupiters,13.907,2012
Kepler-390 b,1438,0.477 Earths,13.922,2014
Kepler-390 c,1438,0.418 Earths,13.922,2014
Kepler-391 b,2908,10.3 Earths,12.984,2014
Kepler-391 c,2908,12.3 Earths,12.984,2014
Kepler-392 b,2267,0.972 Earths,13.422,2014
Kepler-392 c,2267,1.37 Earths,13.422,2014
Kepler-393 b,2950,2.21 Earths,13.178,2014
Kepler-393 c,2950,2.33 Earths,13.178,2014
Kepler-394 b,3561,3.19 Earths,14.77,2014
Kepler-394 c,3561,3.39 Earths,14.77,2014
Kepler-395 b,1391,1.08 Earths,15.958,2014
Kepler-395 c,1391,2.3 Earths,15.958,2014
Kepler-396 b,735,0.238 Jupiters,11.829,2013
Kepler-396 c,735,17.9 Earths,11.829,2013
Kepler-397 b,3161,6.62 Earths,15.996,2014
Kepler-397 c,3161,31.6 Earths,15.996,2014
Kepler-398 b,582,0.749 Earths,13.235,2014
Kepler-398 c,582,1.01 Earths,13.235,2014
Kepler-398 d,582,0.615 Earths,13.235,2016
Kepler-399 b,4443,0.84 Earths,14.528,2014
